keyword,categoria,volumen_mensual,competencia_pago,indice_competencia_pago,puja_baja_ars,puja_alta_ars
palo hockey simbra,Hockey (cesped),50,HIGH,100,11.71,119.69
palo hockey sobre patines,Hockey (cesped),50,MEDIUM,38,45.98,292.56
palo hockey tk,Hockey (cesped),50,HIGH,89,53.27,327.59
palo tk hockey,Hockey (cesped),50,HIGH,100,49.74,237.66
palo vlack 95 carbono,Hockey (cesped),50,HIGH,100,76.39,304.02
palos de hockey 80 carbono,Hockey (cesped),50,HIGH,98,73.38,238.08
palos de hockey drial,Hockey (cesped),50,HIGH,97,47.49,1094.91
palos gryphon,Hockey (cesped),50,HIGH,100,74.69,215.92
palos osaka hockey,Hockey (cesped),50,HIGH,100,62.89,230.47
pelota de hockey sobre césped,Hockey (cesped),50,HIGH,72,31.75,301.96
polleras de hockey femenino,Hockey (cesped),50,HIGH,85,84.31,275.61
vlack palos de hockey,Hockey (cesped),50,HIGH,93,76.6,337.47
pantalon rugby hombre,Rugby,50,HIGH,100,46.26,276.09
botines de rugby para backs,Rugby,50,HIGH,100,42.3,183.94
bucal de rugby,Rugby,50,HIGH,88,9.35,184.96
bucales de rugby,Rugby,50,HIGH,88,9.35,184.96
hombrera de rugby,Rugby,50,HIGH,91,36.16,217.71
hombreras rugby flash,Rugby,50,MEDIUM,51,30.76,195.17
mini pelota de rugby,Rugby,50,HIGH,97,28.71,69.17
pelota de rugby de los pumas,Rugby,50,HIGH,67,0.0,0.0
pelota de rugby en cancha,Rugby,50,LOW,1,0.0,0.0
guantes de boxeo twins,Boxeo,50,HIGH,100,76.07,247.04
vendas venum,Boxeo,50,HIGH,67,30.89,178.55
guantes de boxeo 16 oz,Boxeo,50,HIGH,100,32.12,292.21
guantes de boxeo 10 onzas,Boxeo,50,HIGH,100,40.86,287.07
guantes venum mma,Boxeo,50,HIGH,90,23.23,171.66
guantes top king,Boxeo,50,HIGH,100,29.45,222.29
guantes de boxeo rival,Boxeo,50,HIGH,100,44.89,191.97
aletas para nadar,Natacion,50,HIGH,100,47.27,258.63
traje de baño deportivo,Natacion,50,HIGH,94,46.01,196.66
traje de baño speedo mujer,Natacion,50,HIGH,100,51.63,432.23
traje de natación hombre,Natacion,50,HIGH,100,49.8,241.6
traje de natacion,Natacion,50,HIGH,93,47.2,220.96
tabla para nadar,Natacion,50,HIGH,100,40.57,304.79
lentes para el agua,Natacion,50,HIGH,81,15.41,178.55
ropa de natación mujer,Natacion,50,HIGH,84,73.02,463.84
gorro de natación mujer,Natacion,50,HIGH,95,28.97,205.43
ropa para natación hombre,Natacion,50,HIGH,100,155.77,706.53
ropa para natación mujer,Natacion,50,HIGH,98,50.33,707.82
tabla para natacion,Natacion,50,HIGH,100,45.59,568.58
gorro de baño mujer,Natacion,50,HIGH,98,32.2,292.57
gorro de natacion adidas,Natacion,50,HIGH,100,52.29,183.12
antiparras aguas abiertas,Natacion,50,HIGH,100,70.09,296.09
antiparras con aumento para natación,Natacion,50,HIGH,93,111.69,1308.68
antiparras con nariz,Natacion,50,MEDIUM,40,0.0,0.0
antiparras nabaiji,Natacion,50,HIGH,99,42.0,190.49
antiparras natacion mujer,Natacion,50,HIGH,99,54.23,379.15
antiparras natacion precio,Natacion,50,HIGH,95,14.08,69.0
antiparras natacion speedo,Natacion,50,HIGH,100,41.95,260.1
gorra de natacion hydro,Natacion,50,HIGH,100,22.93,116.7
gorras de natacion hydro,Natacion,50,HIGH,100,22.93,116.7
gorro arena natacion,Natacion,50,HIGH,100,33.89,197.96
gorro de tela natacion,Natacion,50,HIGH,100,15.39,198.17
precio de antiparras para natacion,Natacion,50,HIGH,72,9.31,73.98
ropa para natacion hombre,Natacion,50,HIGH,100,155.77,706.53
ropa para natacion mujer,Natacion,50,HIGH,98,50.33,707.82
slip natacion hombre,Natacion,50,HIGH,100,93.87,452.02
trajes de natacion hombres,Natacion,50,HIGH,100,49.8,241.6
tablero basket,Basquet,40,HIGH,100,78.5,329.97
zapatillas basquet 37,Basquet,40,HIGH,100,93.26,276.0
zapatillas de basquet para niñas,Basquet,40,HIGH,100,51.91,196.19
zapatillas basquet 38,Basquet,40,HIGH,100,94.84,388.52
zapatillas nike hombre basquet,Basquet,40,HIGH,100,42.12,167.72
aro basquet con pie,Basquet,40,HIGH,100,118.04,609.13
aro de basquet chiquito,Basquet,40,HIGH,96,21.32,277.14
aro de basquet con base,Basquet,40,HIGH,100,97.16,311.63
aro de basquet con pie profesional,Basquet,40,HIGH,99,101.38,273.82
aro de basquet infantil,Basquet,40,HIGH,100,43.32,320.62
aro de básquet infantil,Basquet,40,HIGH,100,43.32,320.62
botas de basquet nike,Basquet,40,HIGH,93,47.61,132.89
las mejores zapatillas de basquet,Basquet,40,HIGH,99,62.26,402.32
peak zapatillas de basquet,Basquet,40,HIGH,100,37.16,201.51
pelota de basquet cuero,Basquet,40,HIGH,100,20.24,207.82
pelota de basquet jordan,Basquet,40,HIGH,87,53.18,151.45
pelota de basquet negra,Basquet,40,HIGH,99,48.51,218.66
pelota nike basquet,Basquet,40,HIGH,100,44.02,175.46
pelotas de basquetbol jordan,Basquet,40,HIGH,87,53.18,151.45
precio de zapatillas de basquet,Basquet,40,HIGH,93,34.36,103.85
tablero basquet exterior,Basquet,40,HIGH,100,105.63,311.36
zapatillas voleibol mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),40,HIGH,100,26.31,173.64
zapatillas de voleibol mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),40,HIGH,100,28.14,270.37
mizuno voley mujer,Voley,40,HIGH,100,29.27,188.89
pelota voley playa,Voley,40,HIGH,80,23.44,302.36
zapatillas para jugar voley mujer,Voley,40,HIGH,97,25.52,409.8
rodilleras blancas voley,Voley,40,HIGH,100,22.3,247.31
asics blancas voley,Voley,40,MEDIUM,58,0.0,0.0
asics botitas voley,Voley,40,HIGH,96,25.11,389.03
la pelota de voley,Voley,40,LOW,21,0.0,0.0
pelota beach voley,Voley,40,HIGH,92,27.95,247.35
pelota de voley penalty,Voley,40,HIGH,81,5.2,61.66
pelotas voley playa,Voley,40,HIGH,80,23.44,302.36
pelotas volleyball,Voley,40,HIGH,84,22.71,217.71
rodillera voley drb,Voley,40,HIGH,100,8.04,134.41
rodilleras adidas voley,Voley,40,HIGH,96,24.47,106.65
rodilleras mikasa voley,Voley,40,HIGH,100,24.88,96.94
rodilleras para voley niñas,Voley,40,HIGH,100,20.91,193.79
rodilleras voley adidas,Voley,40,HIGH,99,24.06,135.24
rodilleras voley blancas,Voley,40,HIGH,89,22.11,183.66
rodilleras voley mikasa,Voley,40,HIGH,100,24.88,96.94
voleibol zapatillas mizuno voley mujer,Voley,40,LOW,6,0.0,0.0
voley mikasa,Voley,40,HIGH,100,0.0,0.0
zapatillas asics de voley mujer,Voley,40,HIGH,100,24.65,306.41
zapatillas de voley baratas,Voley,40,HIGH,100,48.33,314.22
zapatillas deportivas para voley,Voley,40,HIGH,94,22.71,105.29
zapatillas joma voley,Voley,40,HIGH,100,37.33,383.29
zapatillas nike voley hombre,Voley,40,HIGH,100,26.84,164.04
zapatillas para voley niñas,Voley,40,HIGH,99,26.31,206.19
cinturon de crossfit,Crossfit,40,HIGH,100,56.15,438.67
chaleco peso entrenamiento,Crossfit,40,HIGH,100,51.32,607.91
chaleco entrenamiento,Crossfit,40,HIGH,100,46.12,344.14
cinturon para crossfit,Crossfit,40,HIGH,100,62.07,373.46
chaleco de entrenamiento con peso,Crossfit,40,HIGH,100,30.95,297.61
aros para crossfit,Crossfit,40,HIGH,100,114.12,482.17
chaleco rucking,Crossfit,40,HIGH,100,89.75,446.46
chalecos para entrenar,Crossfit,40,HIGH,99,27.89,168.59
medidas oficiales cajon de crossfit,Crossfit,40,HIGH,89,0.0,0.0
palo de hockey 37.5,Hockey (cesped),40,HIGH,100,108.35,607.79
palo de arquero hockey,Hockey (cesped),40,HIGH,100,67.03,331.85
palo de hockey donnay,Hockey (cesped),40,MEDIUM,39,9.81,121.98
palo de hockey infantil,Hockey (cesped),40,HIGH,100,30.71,351.24
palo de hockey para defensoras,Hockey (cesped),40,HIGH,100,69.17,364.68
palo de hockey princess,Hockey (cesped),40,HIGH,100,42.04,211.11
palo de hockey stick,Hockey (cesped),40,MEDIUM,58,0.0,0.0
palo simbra,Hockey (cesped),40,HIGH,100,33.11,251.75
palo y bocha de hockey,Hockey (cesped),40,MEDIUM,40,0.0,0.0
palos de hockey en venta,Hockey (cesped),40,HIGH,100,93.52,369.81
palos de hockey venta,Hockey (cesped),40,HIGH,100,93.52,369.81
palos jdh,Hockey (cesped),40,HIGH,83,26.91,126.27
pollera adidas hockey,Hockey (cesped),40,HIGH,97,75.67,227.7
simbra palo de hockey,Hockey (cesped),40,HIGH,100,101.02,472.55
stick palo de hockey,Hockey (cesped),40,MEDIUM,58,0.0,0.0
adidas botines de rugby,Rugby,40,HIGH,100,40.5,146.83
botines adidas para rugby,Rugby,40,HIGH,100,30.27,145.39
botines adidas rugby kakari,Rugby,40,HIGH,100,18.77,196.37
botines adipanes,Rugby,40,HIGH,100,61.92,197.61
bucal para rugby,Rugby,40,HIGH,97,2.34,83.54
gilbert pelota,Rugby,40,HIGH,96,44.63,209.48
pelota de rugby topper,Rugby,40,HIGH,100,23.37,755.26
pelota rugby png,Rugby,40,LOW,0,0.0,0.0
protector bucal gilbert,Rugby,40,HIGH,97,39.77,126.49
puma borussia rugby,Rugby,40,HIGH,100,41.39,165.62
gafas natacion,Natacion,40,HIGH,81,72.08,617.02
trajes de baño para natacion mujer,Natacion,40,HIGH,97,47.11,474.65
traje de baño speedo hombre,Natacion,40,HIGH,100,45.53,260.95
gorro para nadar,Natacion,40,HIGH,90,40.61,197.72
aletas natacion arena,Natacion,40,HIGH,100,45.53,275.12
gorros de natación personalizados,Natacion,40,HIGH,100,84.83,396.57
gorro natacion speedo,Natacion,40,HIGH,89,27.1,89.78
gorros de baño para piscina,Natacion,40,HIGH,100,32.41,127.7
anteojos de natacion,Natacion,40,HIGH,84,11.51,825.6
anteojos para natacion,Natacion,40,HIGH,90,40.69,264.94
antiparras arena cobra ultra,Natacion,40,HIGH,100,42.01,332.9
antiparras arena espejadas,Natacion,40,HIGH,67,0.0,0.0
antiparras arena the one,Natacion,40,HIGH,100,50.64,243.39
antiparras natacion con aumento,Natacion,40,HIGH,93,116.87,1570.53
antiparras para nadar,Natacion,40,HIGH,93,50.33,235.04
antiparras para natacion precios,Natacion,40,HIGH,86,17.49,122.21
antiparras tyr,Natacion,40,HIGH,100,41.6,381.3
gafas para agua,Natacion,40,HIGH,75,0.0,0.0
gorra de baño natacion,Natacion,40,HIGH,100,27.37,188.7
gorra de baño natación,Natacion,40,HIGH,100,27.37,188.7
gorra lycra natacion,Natacion,40,HIGH,100,16.74,138.97
gorro latex,Natacion,40,LOW,32,0.0,0.0
gorro natacion hydro,Natacion,40,HIGH,100,17.17,107.43
malla natacion nike,Natacion,40,HIGH,100,44.99,366.32
mallas 2 piezas natacion,Natacion,40,HIGH,100,61.34,442.07
mallas natacion mujer dos piezas,Natacion,40,HIGH,100,48.87,307.08
marcas de mallas de natación,Natacion,40,HIGH,100,50.66,294.9
mejores antiparras natacion,Natacion,40,HIGH,100,62.31,347.13
short para natación hombre,Natacion,40,HIGH,100,24.86,320.76
speedo patas de rana,Natacion,40,HIGH,100,41.4,304.79
trajes de baño para natacion mujeres gorditas,Natacion,40,HIGH,71,0.0,0.0
zapatillas voleibol,Calzado/ropa deportiva generica de marca (descartar - ultra competido),30,HIGH,100,94.25,269.97
tenis asics voleibol mujer,Voley,30,MEDIUM,36,0.0,0.0
mizuno voley hombre,Voley,30,HIGH,92,57.12,205.18
asics zapatillas mujer voley,Voley,30,HIGH,100,26.47,131.17
zapatillas mizuno voley hombre,Voley,30,HIGH,100,28.26,361.21
red voley portatil,Voley,30,HIGH,100,49.76,516.42
red de voley para piscina,Voley,30,HIGH,100,0.0,0.0
asics de voley,Voley,30,HIGH,88,23.75,154.87
asics voley zapatillas,Voley,30,HIGH,100,28.31,252.73
calzado para volleyball,Voley,30,HIGH,100,24.53,253.25
las zapatillas de basquet sirven para voley,Voley,30,MEDIUM,52,0.0,0.0
caja pliometrica,Crossfit,30,HIGH,100,198.09,624.6
cajon salto,Crossfit,30,HIGH,100,74.44,607.89
chaleco con peso 10 kg,Crossfit,30,HIGH,100,67.4,560.59
anillas crossfit,Crossfit,30,HIGH,100,278.6,734.44
cajon de pliometria,Crossfit,30,HIGH,92,82.58,629.4
chaleco de crossfit,Crossfit,30,HIGH,100,45.53,395.89
anillas gimnasia artistica,Crossfit,30,MEDIUM,44,0.0,0.0
aros para calistenia,Crossfit,30,HIGH,93,31.52,504.18
cajon de crossfit medidas,Crossfit,30,HIGH,100,77.66,624.6
cajon para crossfit,Crossfit,30,HIGH,98,98.12,552.28
cajones de pliometria,Crossfit,30,HIGH,92,82.58,629.4
cajón de salto crossfit,Crossfit,30,HIGH,100,99.57,552.28
chaleco con peso 50 kg,Crossfit,30,HIGH,96,44.2,481.07
chaleco de carga,Crossfit,30,HIGH,87,45.59,402.35
chaleco everlast,Crossfit,30,MEDIUM,55,24.67,152.46
medidas de cajon de crossfit,Crossfit,30,HIGH,100,0.0,0.0
salto de cajon,Crossfit,30,LOW,4,0.0,0.0
salto de cajón,Crossfit,30,LOW,4,0.0,0.0
saltos de cajon,Crossfit,30,LOW,4,0.0,0.0
stick hockey patines,Hockey (cesped),30,MEDIUM,33,0.0,0.0
adidas palo,Hockey (cesped),30,HIGH,100,51.46,145.39
articulos de hockey,Hockey (cesped),30,HIGH,100,95.62,324.7
black palos de hockey,Hockey (cesped),30,HIGH,100,75.48,381.74
canilleras de hockey precio,Hockey (cesped),30,HIGH,94,13.45,148.13
canilleras hockey simbra,Hockey (cesped),30,HIGH,90,31.93,126.8
canilleras reves,Hockey (cesped),30,HIGH,98,60.99,165.83
canilleras simbra,Hockey (cesped),30,HIGH,100,26.25,494.02
canilleras voodoo,Hockey (cesped),30,HIGH,100,50.84,371.48
palo arquero hockey,Hockey (cesped),30,HIGH,100,106.93,422.25
palo de hockey 32 pulgadas,Hockey (cesped),30,HIGH,100,47.47,213.19
palo de hockey 37,Hockey (cesped),30,HIGH,100,55.76,401.59
palo de hockey bravo,Hockey (cesped),30,HIGH,100,42.23,495.6
palo de hockey cesped,Hockey (cesped),30,HIGH,82,83.11,508.01
palo de hockey joma,Hockey (cesped),30,HIGH,93,7.46,107.42
palo de hockey pista,Hockey (cesped),30,HIGH,100,95.65,455.53
palo hockey arquero,Hockey (cesped),30,HIGH,100,106.93,422.25
palo hockey balling,Hockey (cesped),30,HIGH,94,80.49,430.53
palo hockey reves,Hockey (cesped),30,HIGH,100,33.5,250.42
palo hockey vlack carbono,Hockey (cesped),30,HIGH,100,114.96,369.39
palos de hockey 60 carbono,Hockey (cesped),30,HIGH,100,51.63,203.7
palos de hockey baratos,Hockey (cesped),30,HIGH,100,41.92,202.82
palos de hockey cruzados,Hockey (cesped),30,LOW,6,0.0,0.0
palos de hockey de fibra de vidrio y carbono,Hockey (cesped),30,HIGH,100,63.77,137.29
palos de hockey indoor,Hockey (cesped),30,HIGH,98,78.57,299.99
palos de hockey que usan las leonas,Hockey (cesped),30,HIGH,97,67.93,642.78
palos greys,Hockey (cesped),30,HIGH,100,31.36,181.6
pelota de hockey cesped,Hockey (cesped),30,HIGH,84,76.88,240.35
pelota de hockey sobre hielo,Hockey (cesped),30,LOW,18,0.0,0.0
pollera de hockey negra,Hockey (cesped),30,HIGH,100,65.55,287.55
pollera las leonas,Hockey (cesped),30,MEDIUM,55,77.56,428.89
pollera vlack hockey,Hockey (cesped),30,HIGH,100,88.4,291.87
stick de hockey sobre patines,Hockey (cesped),30,MEDIUM,55,39.69,248.36
tipos de palo de hockey,Hockey (cesped),30,HIGH,71,21.98,222.91
un palo de hockey,Hockey (cesped),30,MEDIUM,44,0.0,0.0
botines rugby tapones aluminio,Rugby,30,HIGH,97,50.66,206.46
botines adidas kakari sg,Rugby,30,HIGH,95,56.02,1148.72
botines con tapones de aluminio rugby,Rugby,30,HIGH,100,40.47,179.55
botines de rugby canterbury,Rugby,30,HIGH,100,51.47,187.0
botines de rugby gilbert,Rugby,30,HIGH,100,38.71,189.41
botines de rugby tapones de aluminio,Rugby,30,HIGH,79,11.74,354.23
botines lotto rugby,Rugby,30,HIGH,100,0.0,0.0
botines para rugby con tapones de acero,Rugby,30,HIGH,100,30.51,142.86
botines rugby gilbert,Rugby,30,HIGH,100,42.21,157.14
guinda pelota de rugby,Rugby,30,MEDIUM,38,19.97,80.49
pelota de rugby adidas,Rugby,30,HIGH,77,20.57,131.71
pelota de rugby flash,Rugby,30,HIGH,100,28.95,171.92
pelota de rugby numero 3,Rugby,30,HIGH,100,66.61,522.63
pelota flash rugby,Rugby,30,HIGH,97,27.42,109.96
pelota rugby flash,Rugby,30,HIGH,97,27.42,109.96
pelota rugby numero 5,Rugby,30,HIGH,100,55.68,292.17
pelota rugby topper,Rugby,30,HIGH,89,25.51,180.84
protector bucal para rugby,Rugby,30,HIGH,83,19.77,172.12
gorros de piscina,Natacion,30,LOW,20,0.0,0.0
aletas arena powerfin pro,Natacion,30,HIGH,100,112.6,1074.63
aletas speedo,Natacion,30,HIGH,100,45.09,236.43
aletas para natacion,Natacion,30,HIGH,100,60.63,284.29
traje natacion mujer,Natacion,30,HIGH,100,46.7,402.86
traje de baño arena hombre,Natacion,30,HIGH,100,55.01,478.36
lentes para natacion,Natacion,30,HIGH,100,70.29,449.37
gafas para natacion,Natacion,30,HIGH,100,25.06,401.95
ropa de natación hombre,Natacion,30,HIGH,92,67.39,308.47
traje de baño para natacion hombre,Natacion,30,HIGH,100,53.63,331.78
gafas de agua,Natacion,30,HIGH,87,0.0,0.0
ropa natación hombre,Natacion,30,HIGH,100,81.05,755.31
ropa natacion mujer,Natacion,30,HIGH,100,81.05,538.65
gorro natacion tela,Natacion,30,HIGH,96,20.54,155.08
gorro natacion hombre,Natacion,30,HIGH,99,43.14,275.92
aleta cressi,Natacion,30,HIGH,96,65.76,269.33
anteojos para pileta,Natacion,30,HIGH,100,0.0,0.0
antiparras anti fog,Natacion,30,HIGH,100,50.52,462.13
antiparras para aguas abiertas,Natacion,30,HIGH,100,0.0,0.0
antiparras speedo fastskin,Natacion,30,HIGH,100,40.94,254.36
antiparras suecas arena,Natacion,30,HIGH,100,61.52,360.92
arena ropa natacion,Natacion,30,HIGH,100,50.76,825.51
gorra arena natacion,Natacion,30,HIGH,100,33.98,188.28
gorra de natacion adulto,Natacion,30,HIGH,100,36.85,255.98
gorra de natación impermeable,Natacion,30,HIGH,100,22.29,130.26
gorra de silicon,Natacion,30,HIGH,85,23.71,77.09
gorra de silicona,Natacion,30,HIGH,85,23.71,77.09
gorras de baño para natacion,Natacion,30,HIGH,100,0.0,0.0
gorras de lycra para natacion,Natacion,30,HIGH,100,18.33,181.51
gorras de natacion de tela,Natacion,30,HIGH,100,0.0,0.0
gorro de baño para natacion,Natacion,30,HIGH,100,21.56,208.18
gorro de natacion para pelo largo,Natacion,30,HIGH,100,38.09,171.58
gorro de natacion y antiparras,Natacion,30,HIGH,100,23.75,266.9
gorro de natación impermeable,Natacion,30,HIGH,100,22.29,130.26
mallas de natacion mujer nike,Natacion,30,HIGH,100,22.16,126.52
nabaiji antiparras,Natacion,30,HIGH,98,30.47,185.43
patas de rana y snorkel,Natacion,30,HIGH,100,42.09,376.71
ropa de natacion para hombre,Natacion,30,HIGH,90,70.03,381.93
ropa de natacion para hombres,Natacion,30,HIGH,90,70.03,381.93
traje natacion neopreno,Natacion,30,HIGH,100,0.0,0.0
cinturon lumbar crossfit,Crossfit,20,HIGH,90,50.88,296.15
chaleco lastrado 20 kg,Crossfit,20,HIGH,93,143.32,518.68
banco pliometrico,Crossfit,20,HIGH,100,151.53,636.83
cinturón crossfit mujer,Crossfit,20,HIGH,100,50.96,367.59
chaleco con peso 20 kg,Crossfit,20,HIGH,100,58.51,308.32
cinturon crossfit mujer,Crossfit,20,HIGH,100,50.96,367.59
chaleco 20 kg,Crossfit,20,HIGH,100,160.43,627.82
chaleco crossfit 10 kg,Crossfit,20,HIGH,100,35.69,465.79
cajon crossfit medidas,Crossfit,20,HIGH,100,75.76,557.93
anillas gym,Crossfit,20,HIGH,100,179.55,566.91
anillas para calistenia,Crossfit,20,HIGH,100,75.2,607.91
anillos gym,Crossfit,20,HIGH,100,179.55,566.91
aros calistenia,Crossfit,20,HIGH,100,41.66,607.89
aros de calistenia,Crossfit,20,HIGH,100,27.26,479.78
aros de gimnasia artística,Crossfit,20,HIGH,74,0.0,0.0
bancos pliometricos,Crossfit,20,HIGH,100,151.53,636.83
battle rope para que sirve,Crossfit,20,LOW,5,0.0,0.0
cajon para saltos crossfit,Crossfit,20,HIGH,100,75.53,552.28
cajones para saltos crossfit,Crossfit,20,HIGH,100,75.53,552.28
cajones pliometria,Crossfit,20,HIGH,100,52.27,822.76
cajón de salto medidas,Crossfit,20,HIGH,100,29.28,194.51
chaleco con peso para caminar,Crossfit,20,HIGH,100,71.83,355.5
chaleco de 10 kilos,Crossfit,20,HIGH,91,51.7,416.75
crossfit chaleco lastrado,Crossfit,20,MEDIUM,66,0.0,0.0
medidas de cajon de salto,Crossfit,20,HIGH,100,0.0,0.0
bola de hockey,Hockey (cesped),20,MEDIUM,38,0.0,0.0
brabo palo de hockey,Hockey (cesped),20,MEDIUM,59,75.01,233.63
canilleras de hockey adidas,Hockey (cesped),20,HIGH,99,34.11,148.96
canilleras de hockey puestas,Hockey (cesped),20,HIGH,86,0.0,0.0
canilleras de hockey vlack,Hockey (cesped),20,HIGH,100,114.33,372.32
canilleras hockey reves,Hockey (cesped),20,HIGH,99,47.29,138.94
canilleras hockey voodoo,Hockey (cesped),20,HIGH,70,0.0,0.0
canilleras malik,Hockey (cesped),20,HIGH,97,14.86,253.68
canilleras osaka,Hockey (cesped),20,HIGH,100,49.13,265.73
canilleras para hockey niñas,Hockey (cesped),20,HIGH,96,35.22,363.07
canilleras tk,Hockey (cesped),20,HIGH,100,76.65,638.05
canilleras tk hockey,Hockey (cesped),20,HIGH,100,57.7,351.94
de que es la pelota de hockey,Hockey (cesped),20,LOW,2,0.0,0.0
de que material es la pelota de hockey,Hockey (cesped),20,LOW,3,0.0,0.0
drial pelotas,Hockey (cesped),20,HIGH,100,48.29,949.64
el palo de hockey,Hockey (cesped),20,MEDIUM,38,0.0,0.0
hockey palo y bocha,Hockey (cesped),20,MEDIUM,58,0.0,0.0
hockey vlack,Hockey (cesped),20,HIGH,98,58.48,256.32
jockey palo,Hockey (cesped),20,HIGH,76,0.0,0.0
balon rugby,Rugby,20,LOW,13,0.0,0.0
botines adidas all black,Rugby,20,HIGH,94,82.05,145.39
botines de rugby adidas predator,Rugby,20,HIGH,100,53.54,188.1
botines de rugby baratos,Rugby,20,HIGH,100,0.0,0.0
botines de rugby mizuno,Rugby,20,HIGH,100,34.5,298.9
botines kooga,Rugby,20,HIGH,71,38.54,384.87
botines nike para rugby,Rugby,20,HIGH,100,22.87,254.36
botines ocelote rugby,Rugby,20,LOW,8,0.0,0.0
botines puma borussia rugby,Rugby,20,HIGH,87,24.65,141.37
botines puma evopower 4 rugby,Rugby,20,HIGH,71,0.0,0.0
botines rugby kakari,Rugby,20,HIGH,100,55.87,156.19
botines umbro rugby,Rugby,20,HIGH,100,29.46,181.44
hombreras para rugby,Rugby,20,HIGH,100,32.91,217.71
kooga botines,Rugby,20,HIGH,71,38.54,384.87
pantalon corto rugby hombre,Rugby,20,HIGH,100,41.14,195.76
pelota de rugby gilbert numero 5,Rugby,20,HIGH,100,54.86,195.21
pelota de rugby los pumas,Rugby,20,MEDIUM,39,0.0,0.0
